agreement_count_distribution,alpha,available_sources,candidate_count,candidate_indices,combined_f1,combined_fn,combined_fp,combined_precision,combined_recall,combined_tp,crossfit_method,dataset_name,exp55_best_p_min,exp56_best_p_min,exp84_p_min,experiment_id,family,hard_count,hard_cross_check_indices,hard_f1,hard_fn,hard_fp,hard_indices,hard_precision,hard_recall,hard_tp,low_train_review_only,mean_combined_f1_scope,minimum_attainable_p,n_test,n_train,priority_review_count,priority_review_f1,priority_review_fn,priority_review_fp,priority_review_indices,priority_review_precision,priority_review_recall,priority_review_tp,priority_rule_indices,prospective_validated,resolution_limited_at_alpha,retrospective_counterfactual,rocket_exp40_p_min,routing_uses_family_performance,routing_uses_test_labels,routing_uses_test_positions,source_count,standard_review_count,standard_review_f1,standard_review_fn,standard_review_fp,standard_review_indices,standard_review_precision,standard_review_recall,standard_review_tp,variant
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,FiftyWords_normal_42,0.16666666666666666,0.3333333333333333,0.16666666666666666,experiment_150_virtual_run_conformal_policy,FiftyWords,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.16666666666666666,50,5,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.16666666666666666,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,FiftyWords_normal_43,0.16666666666666666,0.16666666666666666,0.16666666666666666,experiment_150_virtual_run_conformal_policy,FiftyWords,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.16666666666666666,50,5,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.16666666666666666,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,FiftyWords_normal_44,0.5,0.3333333333333333,0.5,experiment_150_virtual_run_conformal_policy,FiftyWords,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.16666666666666666,50,5,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.3333333333333333,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,FiftyWords_normal_45,0.3333333333333333,0.3333333333333333,0.16666666666666666,experiment_150_virtual_run_conformal_policy,FiftyWords,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.16666666666666666,50,5,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.3333333333333333,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,FiftyWords_normal_46,1.0,0.16666666666666666,0.5,experiment_150_virtual_run_conformal_policy,FiftyWords,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.16666666666666666,50,5,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.5,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,FiftyWords_normal_47,0.16666666666666666,0.5,0.16666666666666666,experiment_150_virtual_run_conformal_policy,FiftyWords,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.16666666666666666,50,5,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.16666666666666666,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,FiftyWords_normal_48,0.5,0.5,0.16666666666666666,experiment_150_virtual_run_conformal_policy,FiftyWords,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.16666666666666666,50,5,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.5,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,unsupported_n_train_lt_5,FiftyWords_normal_49,,,,experiment_150_virtual_run_conformal_policy,FiftyWords,0,,0.0,1,0,,0.0,0.0,0,1,human_assisted_diagnostic_only,1.0,50,4,0,0.0,1,0,,0.0,0.0,0,,0,1,1,,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,deterministic_5fold,FiftyWords_normal_5,0.0967741935483871,0.3225806451612903,0.03225806451612903,experiment_150_virtual_run_conformal_policy,FiftyWords,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.03225806451612903,50,30,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.06451612903225806,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,unsupported_n_train_lt_5,FiftyWords_normal_50,,,,experiment_150_virtual_run_conformal_policy,FiftyWords,0,,0.0,1,0,,0.0,0.0,0,1,human_assisted_diagnostic_only,1.0,50,4,0,0.0,1,0,,0.0,0.0,0,,0,1,1,,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,deterministic_5fold,FiftyWords_normal_6,0.21428571428571427,0.8928571428571429,0.07142857142857142,experiment_150_virtual_run_conformal_policy,FiftyWords,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.03571428571428571,50,27,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.10714285714285714,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,deterministic_5fold,FiftyWords_normal_7,0.07692307692307693,1.0,0.07692307692307693,experiment_150_virtual_run_conformal_policy,FiftyWords,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.038461538461538464,50,25,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.038461538461538464,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,FiftyWords_normal_8,0.05,0.1,0.1,experiment_150_virtual_run_conformal_policy,FiftyWords,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.05,50,19,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.05,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,FiftyWords_normal_9,0.05,0.15,0.05,experiment_150_virtual_run_conformal_policy,FiftyWords,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.05,50,19,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.15,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,deterministic_5fold,Fish_normal_1,1.0,0.17073170731707318,0.07317073170731707,experiment_150_virtual_run_conformal_policy,Fish,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.024390243902439025,50,40,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.04878048780487805,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,deterministic_5fold,Fish_normal_2,1.0,0.17073170731707318,0.0975609756097561,experiment_150_virtual_run_conformal_policy,Fish,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.024390243902439025,50,40,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.024390243902439025,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,deterministic_5fold,Fish_normal_3,1.0,0.17073170731707318,0.0975609756097561,experiment_150_virtual_run_conformal_policy,Fish,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.024390243902439025,50,40,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.024390243902439025,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,deterministic_5fold,Fish_normal_4,1.0,0.21951219512195122,0.024390243902439025,experiment_150_virtual_run_conformal_policy,Fish,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.024390243902439025,50,40,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.024390243902439025,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,deterministic_5fold,Fish_normal_5,1.0,0.14634146341463414,0.0975609756097561,experiment_150_virtual_run_conformal_policy,Fish,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.024390243902439025,50,40,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.1951219512195122,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,deterministic_5fold,Fish_normal_6,1.0,0.21951219512195122,0.024390243902439025,experiment_150_virtual_run_conformal_policy,Fish,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.024390243902439025,50,40,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.04878048780487805,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,deterministic_5fold,Fish_normal_7,1.0,0.3170731707317073,0.1951219512195122,experiment_150_virtual_run_conformal_policy,Fish,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.024390243902439025,50,40,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.12195121951219512,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 2528, ""1"": 19, ""2"": 1, ""3"": 2, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,3,131 141 172,0.0,51,3,0.0,0.0,0,deterministic_5fold,FordA_normal_-1,0.0034619188921859545,0.0004945598417408506,0.0009891196834817012,experiment_150_virtual_run_conformal_policy,FordA,0,,0.0,51,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0004945598417408506,2550,2021,0,0.0,51,0,,0.0,0.0,0,,0,0,1,0.0004945598417408506,0,0,0,4,3,0.0,51,3,131 141 172,0.0,0.0,0,exp150_b2_source
"{""0"": 2374, ""1"": 13, ""2"": 8, ""3"": 5, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,13,450 461 1484 2352 2354 2358 2364 2367 2370 2375 2379 2381 2388,0.32786885245901637,38,3,0.7692307692307693,0.20833333333333334,10,deterministic_5fold,FordA_normal_1,0.0005219206680584551,0.0010438413361169101,0.0005219206680584551,experiment_150_virtual_run_conformal_policy,FordA,0,,0.0,48,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0005219206680584551,2400,1915,0,0.0,48,0,,0.0,0.0,0,,0,0,1,0.0005219206680584551,0,0,0,4,13,0.32786885245901637,38,3,450 461 1484 2352 2354 2358 2364 2367 2370 2375 2379 2381 2388,0.7692307692307693,0.20833333333333334,10,exp150_b2_source
"{""0"": 2285, ""1"": 14, ""2"": 1, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,1,1416,0.0,46,1,0.0,0.0,0,deterministic_5fold,FordB_normal_-1,0.002763957987838585,0.001658374792703151,0.004975124378109453,experiment_150_virtual_run_conformal_policy,FordB,0,,0.0,46,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.000552791597567717,2300,1808,0,0.0,46,0,,0.0,0.0,0,,0,0,1,0.000552791597567717,0,0,0,4,1,0.0,46,1,1416,0.0,0.0,0,exp150_b2_source
"{""0"": 2173, ""1"": 12, ""2"": 7, ""3"": 8, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,15,298 386 2157 2158 2163 2166 2170 2171 2173 2175 2179 2185 2190 2195 2199,0.4406779661016949,31,2,0.8666666666666667,0.29545454545454547,13,deterministic_5fold,FordB_normal_1,0.0005717552887364208,0.002858776443682104,0.0011435105774728416,experiment_150_virtual_run_conformal_policy,FordB,0,,0.0,44,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0005717552887364208,2200,1748,0,0.0,44,0,,0.0,0.0,0,,0,0,1,0.0017152658662092624,0,0,0,4,15,0.4406779661016949,31,2,298 386 2157 2158 2163 2166 2170 2171 2173 2175 2179 2185 2190 2195 2199,0.8666666666666667,0.29545454545454547,13,exp150_b2_source
"{""0"": 1476, ""1"": 21, ""2"": 0, ""3"": 0, ""4"": 3}",0.005,rocket_exp40 exp55_best exp56_best exp84,3,38 317 381,0.0,30,3,0.0,0.0,0,deterministic_5fold,FreezerRegularTrain_normal_1,0.0008326394671107411,0.0008326394671107411,0.0016652789342214821,experiment_150_virtual_run_conformal_policy,FreezerRegularTrain,0,,0.0,30,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0008326394671107411,1500,1200,0,0.0,30,0,,0.0,0.0,0,,0,0,1,0.0016652789342214821,0,0,0,4,3,0.0,30,3,38 317 381,0.0,0.0,0,exp150_b2_source
"{""0"": 1495, ""1"": 3, ""2"": 2, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,2,90 894,0.0,30,2,0.0,0.0,0,deterministic_5fold,FreezerRegularTrain_normal_2,0.0016652789342214821,0.004163197335553705,0.004163197335553705,experiment_150_virtual_run_conformal_policy,FreezerRegularTrain,0,,0.0,30,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0008326394671107411,1500,1200,0,0.0,30,0,,0.0,0.0,0,,0,0,1,0.002497918401332223,0,0,0,4,2,0.0,30,2,90 894,0.0,0.0,0,exp150_b2_source
"{""0"": 1439, ""1"": 8, ""2"": 0, ""3"": 0, ""4"": 3}",0.005,rocket_exp40 exp55_best exp56_best exp84,3,1068 1421 1430,0.125,27,1,0.6666666666666666,0.06896551724137931,2,deterministic_5fold,FreezerSmallTrain_normal_1,0.0008680555555555555,0.0026041666666666665,0.0008680555555555555,experiment_150_virtual_run_conformal_policy,FreezerSmallTrain,0,,0.0,29,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0008680555555555555,1450,1151,0,0.0,29,0,,0.0,0.0,0,,0,0,1,0.0008680555555555555,0,0,0,4,3,0.125,27,1,1068 1421 1430,0.6666666666666666,0.06896551724137931,2,exp150_b2_source
"{""0"": 1446, ""1"": 3, ""2"": 1, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,1,141,0.0,29,1,0.0,0.0,0,deterministic_5fold,FreezerSmallTrain_normal_2,0.003472222222222222,0.0026041666666666665,0.0008680555555555555,experiment_150_virtual_run_conformal_policy,FreezerSmallTrain,0,,0.0,29,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0008680555555555555,1450,1151,0,0.0,29,0,,0.0,0.0,0,,0,0,1,0.006076388888888889,0,0,0,4,1,0.0,29,1,141,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,Fungi_normal_1,0.5714285714285714,0.14285714285714285,0.14285714285714285,experiment_150_virtual_run_conformal_policy,Fungi,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.14285714285714285,50,6,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.14285714285714285,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,Fungi_normal_10,0.14285714285714285,0.14285714285714285,0.14285714285714285,experiment_150_virtual_run_conformal_policy,Fungi,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.14285714285714285,50,6,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.14285714285714285,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,Fungi_normal_11,0.14285714285714285,0.14285714285714285,0.14285714285714285,experiment_150_virtual_run_conformal_policy,Fungi,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.14285714285714285,50,6,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.14285714285714285,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,Fungi_normal_12,0.07692307692307693,0.07692307692307693,0.07692307692307693,experiment_150_virtual_run_conformal_policy,Fungi,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.07692307692307693,50,12,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.07692307692307693,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,Fungi_normal_13,0.14285714285714285,0.2857142857142857,0.14285714285714285,experiment_150_virtual_run_conformal_policy,Fungi,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.14285714285714285,50,6,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.14285714285714285,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,Fungi_normal_14,0.14285714285714285,0.2857142857142857,0.14285714285714285,experiment_150_virtual_run_conformal_policy,Fungi,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.14285714285714285,50,6,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.14285714285714285,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,Fungi_normal_15,0.2,0.4,0.1,experiment_150_virtual_run_conformal_policy,Fungi,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.1,50,9,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.1,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,Fungi_normal_16,0.5,0.5,0.2,experiment_150_virtual_run_conformal_policy,Fungi,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.1,50,9,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.1,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,Fungi_normal_17,0.14285714285714285,0.14285714285714285,0.14285714285714285,experiment_150_virtual_run_conformal_policy,Fungi,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.14285714285714285,50,6,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.14285714285714285,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,Fungi_normal_18,0.23076923076923078,0.07692307692307693,0.07692307692307693,experiment_150_virtual_run_conformal_policy,Fungi,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.07692307692307693,50,12,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.07692307692307693,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,Fungi_normal_2,0.1,0.1,0.1,experiment_150_virtual_run_conformal_policy,Fungi,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.1,50,9,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.1,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,Fungi_normal_3,0.14285714285714285,0.2857142857142857,0.2857142857142857,experiment_150_virtual_run_conformal_policy,Fungi,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.14285714285714285,50,6,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.14285714285714285,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,Fungi_normal_4,0.058823529411764705,0.058823529411764705,0.058823529411764705,experiment_150_virtual_run_conformal_policy,Fungi,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.058823529411764705,50,16,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.058823529411764705,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,Fungi_normal_5,0.42857142857142855,0.42857142857142855,0.14285714285714285,experiment_150_virtual_run_conformal_policy,Fungi,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.14285714285714285,50,6,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.14285714285714285,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,Fungi_normal_6,0.1,0.2,0.1,experiment_150_virtual_run_conformal_policy,Fungi,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.1,50,9,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.1,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,Fungi_normal_7,0.1,0.4,0.1,experiment_150_virtual_run_conformal_policy,Fungi,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.1,50,9,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.1,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,Fungi_normal_8,0.14285714285714285,0.14285714285714285,0.14285714285714285,experiment_150_virtual_run_conformal_policy,Fungi,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.14285714285714285,50,6,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.14285714285714285,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.005,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,Fungi_normal_9,0.058823529411764705,0.058823529411764705,0.058823529411764705,experiment_150_virtual_run_conformal_policy,Fungi,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.058823529411764705,50,16,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.058823529411764705,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
