scope,dataset,family,previous_candidates,previous_tp,previous_fp,previous_precision,hard_alerts,hard_tp,hard_fp,hard_precision,standard_review,standard_tp,standard_fp,union_matches
dataset,FreezerSmallTrain_normal_2,FreezerSmallTrain,12.0,9.0,3.0,0.75,3.0,2.0,1.0,0.6666666666666666,9.0,7.0,2.0,1
dataset,Fungi_normal_1,Fungi,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Fungi_normal_10,Fungi,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Fungi_normal_11,Fungi,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Fungi_normal_12,Fungi,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Fungi_normal_13,Fungi,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Fungi_normal_14,Fungi,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Fungi_normal_15,Fungi,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Fungi_normal_16,Fungi,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Fungi_normal_17,Fungi,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Fungi_normal_18,Fungi,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Fungi_normal_2,Fungi,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Fungi_normal_3,Fungi,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Fungi_normal_4,Fungi,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Fungi_normal_5,Fungi,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Fungi_normal_6,Fungi,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Fungi_normal_7,Fungi,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Fungi_normal_8,Fungi,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Fungi_normal_9,Fungi,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD1_normal_1,GestureMidAirD1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD1_normal_10,GestureMidAirD1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD1_normal_11,GestureMidAirD1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD1_normal_12,GestureMidAirD1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD1_normal_13,GestureMidAirD1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,GestureMidAirD1_normal_14,GestureMidAirD1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD1_normal_15,GestureMidAirD1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,GestureMidAirD1_normal_16,GestureMidAirD1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
dataset,GestureMidAirD1_normal_17,GestureMidAirD1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD1_normal_18,GestureMidAirD1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD1_normal_19,GestureMidAirD1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD1_normal_2,GestureMidAirD1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD1_normal_20,GestureMidAirD1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD1_normal_21,GestureMidAirD1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD1_normal_22,GestureMidAirD1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD1_normal_23,GestureMidAirD1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD1_normal_24,GestureMidAirD1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD1_normal_25,GestureMidAirD1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD1_normal_26,GestureMidAirD1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD1_normal_3,GestureMidAirD1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD1_normal_4,GestureMidAirD1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD1_normal_5,GestureMidAirD1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD1_normal_6,GestureMidAirD1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD1_normal_7,GestureMidAirD1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD1_normal_8,GestureMidAirD1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD1_normal_9,GestureMidAirD1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD2_normal_1,GestureMidAirD2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,GestureMidAirD2_normal_10,GestureMidAirD2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD2_normal_11,GestureMidAirD2,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
dataset,GestureMidAirD2_normal_12,GestureMidAirD2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD2_normal_13,GestureMidAirD2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD2_normal_14,GestureMidAirD2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD2_normal_15,GestureMidAirD2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,GestureMidAirD2_normal_16,GestureMidAirD2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD2_normal_17,GestureMidAirD2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD2_normal_18,GestureMidAirD2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,GestureMidAirD2_normal_19,GestureMidAirD2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD2_normal_2,GestureMidAirD2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD2_normal_20,GestureMidAirD2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD2_normal_21,GestureMidAirD2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD2_normal_22,GestureMidAirD2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD2_normal_23,GestureMidAirD2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD2_normal_24,GestureMidAirD2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD2_normal_25,GestureMidAirD2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD2_normal_26,GestureMidAirD2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD2_normal_3,GestureMidAirD2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD2_normal_4,GestureMidAirD2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD2_normal_5,GestureMidAirD2,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
dataset,GestureMidAirD2_normal_6,GestureMidAirD2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD2_normal_7,GestureMidAirD2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD2_normal_8,GestureMidAirD2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD2_normal_9,GestureMidAirD2,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
dataset,GestureMidAirD3_normal_1,GestureMidAirD3,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD3_normal_10,GestureMidAirD3,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD3_normal_11,GestureMidAirD3,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD3_normal_12,GestureMidAirD3,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD3_normal_13,GestureMidAirD3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,GestureMidAirD3_normal_14,GestureMidAirD3,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD3_normal_15,GestureMidAirD3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,GestureMidAirD3_normal_16,GestureMidAirD3,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD3_normal_17,GestureMidAirD3,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
dataset,GestureMidAirD3_normal_18,GestureMidAirD3,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD3_normal_19,GestureMidAirD3,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD3_normal_2,GestureMidAirD3,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD3_normal_20,GestureMidAirD3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,GestureMidAirD3_normal_21,GestureMidAirD3,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD3_normal_22,GestureMidAirD3,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD3_normal_23,GestureMidAirD3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,GestureMidAirD3_normal_24,GestureMidAirD3,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
dataset,GestureMidAirD3_normal_25,GestureMidAirD3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,GestureMidAirD3_normal_26,GestureMidAirD3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,GestureMidAirD3_normal_3,GestureMidAirD3,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD3_normal_4,GestureMidAirD3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,GestureMidAirD3_normal_5,GestureMidAirD3,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GestureMidAirD3_normal_6,GestureMidAirD3,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
dataset,GestureMidAirD3_normal_7,GestureMidAirD3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,GestureMidAirD3_normal_8,GestureMidAirD3,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
dataset,GestureMidAirD3_normal_9,GestureMidAirD3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,GesturePebbleZ1_normal_1,GesturePebbleZ1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GesturePebbleZ1_normal_2,GesturePebbleZ1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,GesturePebbleZ1_normal_3,GesturePebbleZ1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GesturePebbleZ1_normal_4,GesturePebbleZ1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GesturePebbleZ1_normal_5,GesturePebbleZ1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GesturePebbleZ1_normal_6,GesturePebbleZ1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GesturePebbleZ2_normal_1,GesturePebbleZ2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,GesturePebbleZ2_normal_2,GesturePebbleZ2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GesturePebbleZ2_normal_3,GesturePebbleZ2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,GesturePebbleZ2_normal_4,GesturePebbleZ2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GesturePebbleZ2_normal_5,GesturePebbleZ2,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
dataset,GesturePebbleZ2_normal_6,GesturePebbleZ2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GunPointAgeSpan_normal_1,GunPointAgeSpan,3.0,2.0,1.0,0.6666666666666666,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1
dataset,GunPointAgeSpan_normal_2,GunPointAgeSpan,4.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,1
dataset,GunPointMaleVersusFemale_normal_1,GunPointMaleVersusFemale,3.0,1.0,2.0,0.3333333333333333,3.0,1.0,2.0,0.3333333333333333,0.0,0.0,0.0,1
dataset,GunPointMaleVersusFemale_normal_2,GunPointMaleVersusFemale,4.0,2.0,2.0,0.5,3.0,2.0,1.0,0.6666666666666666,1.0,0.0,1.0,1
dataset,GunPointOldVersusYoung_normal_1,GunPointOldVersusYoung,3.0,2.0,1.0,0.6666666666666666,3.0,2.0,1.0,0.6666666666666666,0.0,0.0,0.0,1
dataset,GunPointOldVersusYoung_normal_2,GunPointOldVersusYoung,2.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,0.0,0.0,0.0,1
dataset,GunPoint_normal_1,GunPoint,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1
dataset,GunPoint_normal_2,GunPoint,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Ham_normal_1,Ham,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,Ham_normal_2,Ham,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,HandOutlines_normal_0,HandOutlines,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,1
dataset,HandOutlines_normal_1,HandOutlines,9.0,5.0,4.0,0.5555555555555556,7.0,5.0,2.0,0.7142857142857143,2.0,0.0,2.0,1
dataset,Haptics_normal_1,Haptics,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,Haptics_normal_2,Haptics,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,Haptics_normal_3,Haptics,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,Haptics_normal_4,Haptics,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,Haptics_normal_5,Haptics,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,Herring_normal_1,Herring,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,Herring_normal_2,Herring,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,HouseTwenty_normal_1,HouseTwenty,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
dataset,HouseTwenty_normal_2,HouseTwenty,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,InlineSkate_normal_1,InlineSkate,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,InlineSkate_normal_2,InlineSkate,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,InlineSkate_normal_3,InlineSkate,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
dataset,InlineSkate_normal_4,InlineSkate,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,InlineSkate_normal_5,InlineSkate,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
dataset,InlineSkate_normal_6,InlineSkate,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1
dataset,InlineSkate_normal_7,InlineSkate,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
dataset,InsectEPGRegularTrain_normal_1,InsectEPGRegularTrain,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,InsectEPGRegularTrain_normal_2,InsectEPGRegularTrain,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1
dataset,InsectEPGRegularTrain_normal_3,InsectEPGRegularTrain,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,InsectEPGSmallTrain_normal_1,InsectEPGSmallTrain,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,InsectEPGSmallTrain_normal_2,InsectEPGSmallTrain,2.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,0.0,0.0,0.0,1
dataset,InsectEPGSmallTrain_normal_3,InsectEPGSmallTrain,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
dataset,InsectWingbeatSound_normal_1,InsectWingbeatSound,4.0,4.0,0.0,1.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1
dataset,InsectWingbeatSound_normal_10,InsectWingbeatSound,4.0,2.0,2.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1
dataset,InsectWingbeatSound_normal_11,InsectWingbeatSound,3.0,2.0,1.0,0.6666666666666666,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1
dataset,InsectWingbeatSound_normal_2,InsectWingbeatSound,2.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
dataset,InsectWingbeatSound_normal_3,InsectWingbeatSound,3.0,3.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1
dataset,InsectWingbeatSound_normal_4,InsectWingbeatSound,4.0,3.0,1.0,0.75,4.0,3.0,1.0,0.75,0.0,0.0,0.0,1
dataset,InsectWingbeatSound_normal_5,InsectWingbeatSound,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1
dataset,InsectWingbeatSound_normal_6,InsectWingbeatSound,2.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1
dataset,InsectWingbeatSound_normal_7,InsectWingbeatSound,3.0,2.0,1.0,0.6666666666666666,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1
dataset,InsectWingbeatSound_normal_8,InsectWingbeatSound,3.0,2.0,1.0,0.6666666666666666,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1
dataset,InsectWingbeatSound_normal_9,InsectWingbeatSound,4.0,3.0,1.0,0.75,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1
dataset,ItalyPowerDemand_normal_1,ItalyPowerDemand,4.0,3.0,1.0,0.75,4.0,3.0,1.0,0.75,0.0,0.0,0.0,1
dataset,ItalyPowerDemand_normal_2,ItalyPowerDemand,5.0,4.0,1.0,0.8,2.0,1.0,1.0,0.5,3.0,3.0,0.0,1
dataset,LargeKitchenAppliances_normal_1,LargeKitchenAppliances,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1
dataset,LargeKitchenAppliances_normal_2,LargeKitchenAppliances,3.0,1.0,2.0,0.3333333333333333,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1
dataset,LargeKitchenAppliances_normal_3,LargeKitchenAppliances,6.0,1.0,5.0,0.16666666666666666,5.0,0.0,5.0,0.0,1.0,1.0,0.0,1
dataset,Lightning2_normal_-1,Lightning2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,Lightning2_normal_1,Lightning2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,Lightning7_normal_0,Lightning7,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Lightning7_normal_1,Lightning7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,Lightning7_normal_2,Lightning7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
dataset,Lightning7_normal_3,Lightning7,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Lightning7_normal_4,Lightning7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
dataset,Lightning7_normal_5,Lightning7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,Lightning7_normal_6,Lightning7,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Mallat_normal_1,Mallat,6.0,6.0,0.0,1.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Mallat_normal_2,Mallat,6.0,6.0,0.0,1.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Mallat_normal_3,Mallat,6.0,6.0,0.0,1.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Mallat_normal_4,Mallat,5.0,5.0,0.0,1.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Mallat_normal_5,Mallat,6.0,6.0,0.0,1.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Mallat_normal_6,Mallat,6.0,6.0,0.0,1.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Mallat_normal_7,Mallat,6.0,6.0,0.0,1.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Mallat_normal_8,Mallat,6.0,6.0,0.0,1.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Meat_normal_1,Meat,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Meat_normal_2,Meat,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
dataset,Meat_normal_3,Meat,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,MedicalImages_normal_1,MedicalImages,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1
dataset,MedicalImages_normal_10,MedicalImages,7.0,6.0,1.0,0.8571428571428571,5.0,5.0,0.0,1.0,2.0,1.0,1.0,1
dataset,MedicalImages_normal_2,MedicalImages,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
dataset,MedicalImages_normal_3,MedicalImages,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,MedicalImages_normal_4,MedicalImages,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,MedicalImages_normal_5,MedicalImages,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,MedicalImages_normal_6,MedicalImages,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,MedicalImages_normal_7,MedicalImages,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,MedicalImages_normal_8,MedicalImages,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,MedicalImages_normal_9,MedicalImages,2.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,0.0,0.0,0.0,1
dataset,MelbournePedestrian_normal_1,MelbournePedestrian,9.0,6.0,3.0,0.6666666666666666,5.0,5.0,0.0,1.0,4.0,1.0,3.0,1
