dataset,test_length,hard_alert_count,hard_tp,hard_fp,hard_fn,hard_precision,hard_recall,hard_f1,standard_review_count,standard_review_tp,standard_review_fp,priority_review_count,priority_review_tp,priority_review_fp,combined_f1
Mallat_normal_3,300,6,6,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Mallat_normal_4,300,5,5,0,1,1.0,0.8333333333333334,0.9090909090909091,0,0,0,0,0,0,0.9090909090909091
Mallat_normal_5,300,6,6,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Mallat_normal_6,300,6,6,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Mallat_normal_7,300,6,6,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Mallat_normal_8,300,6,6,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Meat_normal_1,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Meat_normal_2,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
Meat_normal_3,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
MedicalImages_normal_1,100,2,2,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
MedicalImages_normal_10,600,5,5,0,7,1.0,0.4166666666666667,0.5882352941176471,2,1,1,0,0,0,0.631578947368421
MedicalImages_normal_2,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
MedicalImages_normal_3,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
MedicalImages_normal_4,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
MedicalImages_normal_5,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
MedicalImages_normal_6,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
MedicalImages_normal_7,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
MedicalImages_normal_8,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
MedicalImages_normal_9,100,2,1,1,1,0.5,0.5,0.5,0,0,0,0,0,0,0.5
MelbournePedestrian_normal_1,350,5,5,0,2,1.0,0.7142857142857143,0.8333333333333334,4,1,3,0,0,0,0.75
MelbournePedestrian_normal_10,350,1,1,0,6,1.0,0.14285714285714285,0.25,7,4,3,0,0,0,0.6666666666666666
MelbournePedestrian_normal_2,350,3,2,1,5,0.6666666666666666,0.2857142857142857,0.4,4,4,0,0,0,0,0.8571428571428571
MelbournePedestrian_normal_3,350,3,0,3,7,0.0,0.0,0.0,3,1,2,0,0,0,0.15384615384615385
MelbournePedestrian_normal_4,350,2,2,0,5,1.0,0.2857142857142857,0.4444444444444444,4,4,0,0,0,0,0.9230769230769231
MelbournePedestrian_normal_5,350,7,5,2,2,0.7142857142857143,0.7142857142857143,0.7142857142857143,0,0,0,0,0,0,0.7142857142857143
MelbournePedestrian_normal_6,350,0,0,0,7,0.0,0.0,0.0,4,1,3,0,0,0,0.18181818181818182
MelbournePedestrian_normal_7,350,7,6,1,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,0,0,0,0,0,0.8571428571428571
MelbournePedestrian_normal_8,350,0,0,0,7,0.0,0.0,0.0,5,2,3,0,0,0,0.3333333333333333
MelbournePedestrian_normal_9,350,1,0,1,7,0.0,0.0,0.0,4,3,1,0,0,0,0.5
MiddlePhalanxOutlineAgeGroup_normal_1,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
MiddlePhalanxOutlineAgeGroup_normal_2,200,0,0,0,4,0.0,0.0,0.0,6,2,4,0,0,0,0.4
MiddlePhalanxOutlineAgeGroup_normal_3,250,1,0,1,5,0.0,0.0,0.0,4,3,1,0,0,0,0.6
MiddlePhalanxOutlineCorrect_normal_0,300,1,0,1,6,0.0,0.0,0.0,3,0,3,0,0,0,0.0
MiddlePhalanxOutlineCorrect_normal_1,550,1,1,0,10,1.0,0.09090909090909091,0.16666666666666666,5,2,3,0,0,0,0.35294117647058826
MiddlePhalanxTW_normal_3,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
MiddlePhalanxTW_normal_4,100,0,0,0,2,0.0,0.0,0.0,2,0,2,0,0,0,0.0
MiddlePhalanxTW_normal_5,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
MiddlePhalanxTW_normal_6,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
MiddlePhalanxTW_normal_7,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
MiddlePhalanxTW_normal_8,200,4,4,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
MixedShapesRegularTrain_normal_1,550,1,0,1,11,0.0,0.0,0.0,4,3,1,0,0,0,0.375
MixedShapesRegularTrain_normal_2,750,15,15,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
MixedShapesRegularTrain_normal_3,500,3,1,2,9,0.3333333333333333,0.1,0.15384615384615385,2,1,1,0,0,0,0.26666666666666666
MixedShapesRegularTrain_normal_4,650,5,1,4,12,0.2,0.07692307692307693,0.1111111111111111,2,2,0,0,0,0,0.3
MixedShapesRegularTrain_normal_5,400,6,5,1,3,0.8333333333333334,0.625,0.7142857142857143,0,0,0,0,0,0,0.7142857142857143
MixedShapesSmallTrain_normal_1,450,0,0,0,9,0.0,0.0,0.0,2,1,1,0,0,0,0.18181818181818182
MixedShapesSmallTrain_normal_2,650,13,12,1,1,0.9230769230769231,0.9230769230769231,0.9230769230769231,0,0,0,0,0,0,0.9230769230769231
MixedShapesSmallTrain_normal_3,400,2,0,2,8,0.0,0.0,0.0,4,1,3,0,0,0,0.14285714285714285
MixedShapesSmallTrain_normal_4,600,0,0,0,12,0.0,0.0,0.0,6,4,2,0,0,0,0.4444444444444444
MixedShapesSmallTrain_normal_5,300,6,4,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0.6666666666666666
MoteStrain_normal_1,650,7,6,1,7,0.8571428571428571,0.46153846153846156,0.6,1,0,1,0,0,0,0.5714285714285714
MoteStrain_normal_2,550,0,0,0,11,0.0,0.0,0.0,3,0,3,1,1,0,0.13333333333333333
NonInvasiveFetalECGThorax1_normal_1,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_10,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_11,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_12,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_13,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_14,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_15,100,1,1,0,1,1.0,0.5,0.6666666666666666,0,0,0,0,0,0,0.6666666666666666
NonInvasiveFetalECGThorax1_normal_16,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_17,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_18,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_19,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_2,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_20,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_21,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_22,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_23,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
NonInvasiveFetalECGThorax1_normal_24,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_25,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_26,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_27,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_28,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
NonInvasiveFetalECGThorax1_normal_29,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
NonInvasiveFetalECGThorax1_normal_3,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_30,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_31,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
NonInvasiveFetalECGThorax1_normal_32,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_33,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_34,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_35,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_36,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
NonInvasiveFetalECGThorax1_normal_37,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_38,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_39,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_4,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_40,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_41,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_42,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_5,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_6,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_7,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax1_normal_8,50,0,0,0,1,0.0,0.0,0.0,1,0,1,1,1,0,0.6666666666666666
NonInvasiveFetalECGThorax1_normal_9,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_1,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
NonInvasiveFetalECGThorax2_normal_10,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_11,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_12,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
NonInvasiveFetalECGThorax2_normal_13,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_14,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_15,100,2,2,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_16,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_17,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_18,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_19,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_2,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_20,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_21,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_22,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_23,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
NonInvasiveFetalECGThorax2_normal_24,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_25,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_26,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_27,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
NonInvasiveFetalECGThorax2_normal_28,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
NonInvasiveFetalECGThorax2_normal_29,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_3,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
NonInvasiveFetalECGThorax2_normal_30,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_31,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_32,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
NonInvasiveFetalECGThorax2_normal_33,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_34,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_35,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_36,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_37,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_38,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_39,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_4,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_40,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_41,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_42,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
NonInvasiveFetalECGThorax2_normal_5,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
NonInvasiveFetalECGThorax2_normal_6,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_7,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_8,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
NonInvasiveFetalECGThorax2_normal_9,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
OSULeaf_normal_1,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
OSULeaf_normal_2,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
OSULeaf_normal_3,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
OSULeaf_normal_4,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
OSULeaf_normal_5,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
OSULeaf_normal_6,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
OliveOil_normal_1,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
OliveOil_normal_2,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
OliveOil_normal_3,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
OliveOil_normal_4,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
PLAID_normal_0,50,0,0,0,1,0.0,0.0,0.0,1,0,1,1,0,1,0.0
PLAID_normal_1,150,1,1,0,2,1.0,0.3333333333333333,0.5,1,1,0,0,0,0,0.8
PLAID_normal_10,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PLAID_normal_2,100,0,0,0,2,0.0,0.0,0.0,1,0,1,0,0,0,0.0
PLAID_normal_3,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
PLAID_normal_4,150,0,0,0,3,0.0,0.0,0.0,2,1,1,0,0,0,0.4
PLAID_normal_5,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
PLAID_normal_6,100,0,0,0,2,0.0,0.0,0.0,1,1,0,0,0,0,0.6666666666666666
PLAID_normal_7,150,2,0,2,3,0.0,0.0,0.0,1,1,0,0,0,0,0.3333333333333333
PLAID_normal_8,100,2,2,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PLAID_normal_9,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PhalangesOutlinesCorrect_normal_0,950,4,0,4,19,0.0,0.0,0.0,3,0,3,0,0,0,0.0
PhalangesOutlinesCorrect_normal_1,1700,6,4,2,30,0.6666666666666666,0.11764705882352941,0.2,2,0,2,0,0,0,0.19047619047619047
Phoneme_normal_1,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
Phoneme_normal_10,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Phoneme_normal_11,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
Phoneme_normal_12,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
Phoneme_normal_13,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Phoneme_normal_14,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
Phoneme_normal_15,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Phoneme_normal_16,50,0,0,0,1,0.0,0.0,0.0,1,0,1,1,1,0,0.6666666666666666
Phoneme_normal_17,100,1,1,0,1,1.0,0.5,0.6666666666666666,0,0,0,0,0,0,0.6666666666666666
Phoneme_normal_18,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
Phoneme_normal_19,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
Phoneme_normal_2,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Phoneme_normal_20,100,0,0,0,2,0.0,0.0,0.0,1,0,1,0,0,0,0.0
Phoneme_normal_21,100,0,0,0,2,0.0,0.0,0.0,2,1,1,0,0,0,0.5
Phoneme_normal_22,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Phoneme_normal_23,150,0,0,0,3,0.0,0.0,0.0,2,1,1,0,0,0,0.4
Phoneme_normal_24,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
Phoneme_normal_25,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Phoneme_normal_26,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Phoneme_normal_27,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
Phoneme_normal_28,100,0,0,0,2,0.0,0.0,0.0,1,0,1,0,0,0,0.0
Phoneme_normal_29,100,1,1,0,1,1.0,0.5,0.6666666666666666,0,0,0,0,0,0,0.6666666666666666
Phoneme_normal_3,200,0,0,0,4,0.0,0.0,0.0,2,1,1,0,0,0,0.3333333333333333
Phoneme_normal_30,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Phoneme_normal_31,100,0,0,0,2,0.0,0.0,0.0,1,0,1,0,0,0,0.0
Phoneme_normal_32,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Phoneme_normal_33,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Phoneme_normal_34,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
Phoneme_normal_35,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
Phoneme_normal_36,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Phoneme_normal_37,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
Phoneme_normal_38,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
Phoneme_normal_39,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Phoneme_normal_4,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
Phoneme_normal_5,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Phoneme_normal_6,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
Phoneme_normal_7,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
Phoneme_normal_8,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
Phoneme_normal_9,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
PickupGestureWiimoteZ_normal_1,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PickupGestureWiimoteZ_normal_10,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PickupGestureWiimoteZ_normal_2,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PickupGestureWiimoteZ_normal_3,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
PickupGestureWiimoteZ_normal_4,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PickupGestureWiimoteZ_normal_5,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PickupGestureWiimoteZ_normal_6,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PickupGestureWiimoteZ_normal_7,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PickupGestureWiimoteZ_normal_8,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
PickupGestureWiimoteZ_normal_9,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigAirwayPressure_normal_1,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigAirwayPressure_normal_10,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigAirwayPressure_normal_11,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigAirwayPressure_normal_12,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigAirwayPressure_normal_13,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigAirwayPressure_normal_14,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigAirwayPressure_normal_15,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigAirwayPressure_normal_16,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigAirwayPressure_normal_17,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigAirwayPressure_normal_18,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigAirwayPressure_normal_19,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigAirwayPressure_normal_2,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigAirwayPressure_normal_20,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigAirwayPressure_normal_21,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigAirwayPressure_normal_22,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigAirwayPressure_normal_23,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigAirwayPressure_normal_24,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigAirwayPressure_normal_25,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigAirwayPressure_normal_26,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigAirwayPressure_normal_27,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigAirwayPressure_normal_28,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigAirwayPressure_normal_29,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigAirwayPressure_normal_3,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigAirwayPressure_normal_30,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigAirwayPressure_normal_31,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigAirwayPressure_normal_32,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
PigAirwayPressure_normal_33,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigAirwayPressure_normal_34,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigAirwayPressure_normal_35,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigAirwayPressure_normal_36,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigAirwayPressure_normal_37,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigAirwayPressure_normal_38,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigAirwayPressure_normal_39,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigAirwayPressure_normal_4,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigAirwayPressure_normal_40,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigAirwayPressure_normal_41,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigAirwayPressure_normal_42,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigAirwayPressure_normal_43,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
PigAirwayPressure_normal_44,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigAirwayPressure_normal_45,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
